client_id,Delinquent90
75000,0.05
75001,0.5633333333333334
75002,0.0033333333333333335
75003,0.14333333333333334
75004,0.0
75005,0.02
75006,0.0
75007,0.0033333333333333335
75008,0.02666666666666667
75009,0.13
75010,0.16333333333333333
75011,0.0033333333333333335
75012,0.10666666666666667
75013,0.02
75014,0.31333333333333335
75015,0.31666666666666665
75016,0.16666666666666666
75017,0.05
75018,0.0
75019,0.1
75020,0.016666666666666666
75021,0.07333333333333333
75022,0.09666666666666666
75023,0.0
75024,0.07
75025,0.17333333333333334
75026,0.0033333333333333335
75027,0.0
75028,0.02666666666666667
75029,0.0
75030,0.013333333333333334
75031,0.0
75032,0.023333333333333334
75033,0.043333333333333335
75034,0.0
75035,0.0033333333333333335
75036,0.0033333333333333335
75037,0.01
75038,0.0
75039,0.10333333333333333
75040,0.0
75041,0.016666666666666666
75042,0.006666666666666667
75043,0.0033333333333333335
75044,0.016666666666666666
75045,0.08333333333333333
75046,0.006666666666666667
75047,0.01
75048,0.17
75049,0.2
75050,0.0
75051,0.0
75052,0.28
75053,0.01
75054,0.023333333333333334
75055,0.023333333333333334
75056,0.013333333333333334
75057,0.07666666666666666
75058,0.0033333333333333335
75059,0.08333333333333333
75060,0.14
75061,0.006666666666666667
75062,0.09
75063,0.0
75064,0.043333333333333335
75065,0.01
75066,0.03333333333333333
75067,0.01
75068,0.07666666666666666
75069,0.0033333333333333335
75070,0.01
75071,0.05
75072,0.07
75073,0.043333333333333335
75074,0.09
75075,0.01
75076,0.01
75077,0.08333333333333333
75078,0.13333333333333333
75079,0.0033333333333333335
75080,0.023333333333333334
75081,0.19
75082,0.0033333333333333335
75083,0.016666666666666666
75084,0.006666666666666667
75085,0.013333333333333334
75086,0.023333333333333334
75087,0.02
75088,0.0
75089,0.01
75090,0.0033333333333333335
75091,0.05
75092,0.12666666666666668
75093,0.016666666666666666
75094,0.006666666666666667
75095,0.03666666666666667
75096,0.0
75097,0.03333333333333333
75098,0.04
75099,0.06
75100,0.07333333333333333
75101,0.006666666666666667
75102,0.01
75103,0.02
75104,0.20333333333333334
75105,0.13333333333333333
75106,0.0
75107,0.043333333333333335
75108,0.01
75109,0.016666666666666666
75110,0.0
75111,0.06666666666666667
75112,0.0
75113,0.0033333333333333335
75114,0.0
75115,0.02
75116,0.006666666666666667
75117,0.0
75118,0.016666666666666666
75119,0.36666666666666664
75120,0.006666666666666667
75121,0.06333333333333334
75122,0.006666666666666667
75123,0.18666666666666668
75124,0.0
75125,0.006666666666666667
75126,0.0
75127,0.0033333333333333335
75128,0.18666666666666668
75129,0.05333333333333334
75130,0.14
